TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2019,6,16,17,35,31XX E 54TH AVE,Killarney,497073.04,5451926.58
Other Theft,2019,5,5,17,52,31XX E 58TH AVE,Killarney,496988.12,5451598.41
Mischief,2019,3,17,21,0,22XX BAYSWATER ST,Kitsilano,487553.48,5457112.82
Theft from Vehicle,2019,2,10,18,45,CAMBIE ST / W CORDOVA ST,Central Business District,492061.7,5458981.84
Other Theft,2019,2,5,20,16,18XX W 4TH AVE,Kitsilano,489262.8,5457268.12
Theft of Bicycle,2019,4,26,23,0,14XX LAMEYS MILL RD,Fairview,490093.82,5457245.41
Other Theft,2019,2,6,16,46,18XX W 4TH AVE,Kitsilano,489262.8,5457268.12
Break and Enter Residential/Other,2019,6,13,23,0,14XX CONNAUGHT DR,Shaughnessy,489971.15,5454747.05
Theft from Vehicle,2019,2,27,21,0,18XX E 37TH AVE,Kensington-Cedar Cottage,495010.29,5453769.74
Other Theft,2019,3,22,16,44,18XX W 4TH AVE,Kitsilano,489262.8,5457268.12
Theft from Vehicle,2019,5,17,15,0,44XX MARGUERITE ST,Shaughnessy,489516.45,5454805.17
Other Theft,2019,3,25,16,20,18XX W 4TH AVE,Kitsilano,489262.8,5457268.12
Theft of Vehicle,2019,7,9,23,0,E PENDER ST / JACKSON AVE,Strathcona,493201.53,5458617.2
Other Theft,2019,3,30,15,15,18XX W 4TH AVE,Kitsilano,489262.8,5457268.12
Other Theft,2019,4,6,14,50,18XX W 4TH AVE,Kitsilano,489262.8,5457268.12
Theft from Vehicle,2019,2,3,13,0,18XX E 2ND AVE,Grandview-Woodland,495153.56,5457330.63
Other Theft,2019,4,13,11,35,18XX W 4TH AVE,Kitsilano,489262.8,5457268.12
Other Theft,2019,4,17,14,18,18XX W 4TH AVE,Kitsilano,489262.8,5457268.12
Other Theft,2019,5,11,12,28,18XX W 4TH AVE,Kitsilano,489262.8,5457268.12
Other Theft,2019,5,28,16,55,18XX W 4TH AVE,Kitsilano,489262.8,5457268.12
Other Theft,2019,6,1,16,50,18XX W 4TH AVE,Kitsilano,489262.8,5457268.12
Mischief,2019,7,13,16,5,22XX CAMBIE ST,Mount Pleasant,491656.68,5456919.97
Other Theft,2019,6,10,14,27,18XX W 4TH AVE,Kitsilano,489262.8,5457268.12
Other Theft,2019,7,3,11,16,18XX W 4TH AVE,Kitsilano,489262.8,5457268.12
Other Theft,2019,7,6,13,53,18XX W 4TH AVE,Kitsilano,489262.8,5457268.12
Other Theft,2019,7,10,19,44,18XX W 4TH AVE,Kitsilano,489262.8,5457268.12
Theft from Vehicle,2019,2,3,13,0,CAMBIE ST / W CORDOVA ST,Central Business District,492061.7,5458981.84
Theft from Vehicle,2019,4,24,13,0,18XX E 1ST AVE,Grandview-Woodland,495078.02,5457428.91
Mischief,2019,3,25,9,3,22XX CASSIAR ST,Hastings-Sunrise,497748.16,5456793.7
Other Theft,2019,5,19,15,2,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Theft from Vehicle,2019,4,13,0,0,24XX HEATHER ST,Fairview,491284.58,5456794.39
Theft from Vehicle,2019,4,12,16,30,24XX HEATHER ST,Fairview,491284.58,5456794.39
Other Theft,2019,5,19,13,49,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Other Theft,2019,5,11,21,22,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Other Theft,2019,5,4,16,46,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Theft from Vehicle,2019,4,22,13,0,24XX HEATHER ST,Fairview,491282.51,5456753.12
Theft from Vehicle,2019,1,28,7,30,CAMBIE ST / W CORDOVA ST,Central Business District,492061.7,5458981.84
Break and Enter Commercial,2019,2,15,22,40,7XX RICHARDS ST,Central Business District,491445.74,5458613.86
Theft from Vehicle,2019,1,27,22,30,CAMBIE ST / W CORDOVA ST,Central Business District,492061.7,5458981.84
Theft from Vehicle,2019,1,20,17,15,CAMBIE ST / W CORDOVA ST,Central Business District,492061.7,5458981.84
Theft from Vehicle,2019,1,20,9,0,CAMBIE ST / W CORDOVA ST,Central Business District,492061.7,5458981.84
Theft from Vehicle,2019,1,19,19,59,CAMBIE ST / W CORDOVA ST,Central Business District,492061.7,5458981.84
Theft from Vehicle,2019,7,13,2,0,18XX E 15TH AVE,Kensington-Cedar Cottage,495123.03,5456003.76
Theft from Vehicle,2019,6,14,19,0,24XX HARRISON DR,Victoria-Fraserview,495875.19,5450939.3
Theft from Vehicle,2019,4,4,17,0,BRUCE ST / E 41ST AVE,Kensington-Cedar Cottage,494895.78,5453317.78
Theft from Vehicle,2019,5,6,23,0,BRUCE ST / E 41ST AVE,Kensington-Cedar Cottage,494895.78,5453317.78
Break and Enter Residential/Other,2019,2,19,15,0,5X W 48TH AVE,Oakridge,492187.71,5452667.31
Theft of Vehicle,2019,5,17,9,15,E WATERFRONT RD / MAIN ST,Central Business District,492679.38,5459089.15
Theft from Vehicle,2019,6,14,15,15,53XX PRINCE ALBERT ST,Kensington-Cedar Cottage,493595.22,5453797.03
Theft from Vehicle,2019,6,23,18,0,24XX HARRISON DR,Victoria-Fraserview,495860.59,5450818.24
Theft from Vehicle,2019,1,16,15,30,CAMBIE ST / W CORDOVA ST,Central Business District,492061.7,5458981.84
Theft from Vehicle,2019,7,14,13,19,18XX E 15TH AVE,Kensington-Cedar Cottage,495068.4,5456004.3
Mischief,2019,4,9,4,7,22XX COMMERCIAL DR,Grandview-Woodland,494930.59,5456917.47
Other Theft,2019,4,28,15,3,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Theft from Vehicle,2019,1,2,22,0,24XX HARRISON DR,Victoria-Fraserview,495859,5450805.05
Theft from Vehicle,2019,1,11,20,0,CAMBIE ST / W CORDOVA ST,Central Business District,492061.7,5458981.84
Theft from Vehicle,2019,5,26,22,0,24XX HARRISON DR,Victoria-Fraserview,495854.87,5450790.18
Theft from Vehicle,2019,3,26,22,0,24XX GUELPH ST,Mount Pleasant,493099.67,5456747.99
Mischief,2019,4,2,16,0,22XX DUNDAS ST,Grandview-Woodland,495680.99,5459123.06
Theft from Vehicle,2019,7,15,5,8,24XX GUELPH ST,Mount Pleasant,493099.53,5456744.13
Theft from Vehicle,2019,1,1,14,30,CAMBIE ST / W CORDOVA ST,Central Business District,492061.7,5458981.84
Theft from Vehicle,2019,4,12,20,0,24XX GUELPH ST,Mount Pleasant,493099.53,5456743.93
Other Theft,2019,6,22,14,41,81XX ONTARIO ST,Marpole,492228.39,5450918.67
Theft from Vehicle,2019,6,7,8,36,24XX GRAVELEY ST,Hastings-Sunrise,495889.75,5457513.23
Theft from Vehicle,2019,6,7,3,0,24XX GRAVELEY ST,Hastings-Sunrise,495889.75,5457513.23
Break and Enter Residential/Other,2019,5,25,23,0,5X W 62ND AVE,Marpole,492171.79,5451271.35
Theft from Vehicle,2019,2,4,16,0,16XX W 12TH AVE,Fairview,489585.29,5456462.15
Theft from Vehicle,2019,6,6,18,0,24XX GRAVELEY ST,Hastings-Sunrise,495889.75,5457513.23
Theft from Vehicle,2019,5,17,22,20,CAMBIE ST / W CORDOVA ST,Central Business District,492061.7,5458981.84
Theft from Vehicle,2019,5,4,20,0,18XX E 14TH AVE,Kensington-Cedar Cottage,495058.33,5456105.63
Theft from Vehicle,2019,2,13,0,0,16XX W 12TH AVE,Fairview,489585.29,5456462.15
Theft from Vehicle,2019,5,15,20,30,16XX W 13TH AVE,Fairview,489722.11,5456348.28
Theft of Bicycle,2019,7,16,14,0,14XX HOWE ST,Central Business District,490452.85,5458056.76
Break and Enter Residential/Other,2019,1,17,14,16,23XX W 40TH AVE,Arbutus Ridge,488380.16,5453654.77
Theft from Vehicle,2019,6,6,17,0,24XX GRAVELEY ST,Hastings-Sunrise,495889.75,5457513.23
Break and Enter Commercial,2019,3,26,10,54,7XX POWELL ST,Strathcona,493655.41,5458910.67
Theft of Vehicle,2019,7,15,3,0,30XX W 3RD AVE,Kitsilano,487377.53,5457406.76
Theft from Vehicle,2019,1,6,20,0,24XX GRANVILLE ST,Fairview,489925.86,5456866.07
Theft from Vehicle,2019,5,5,18,29,6XX GRANVILLE ST,Central Business District,491444.61,5458895.1
Theft from Vehicle,2019,6,29,12,30,56XX STANLEY PARK DR,Stanley Park,489602.99,5462180.04
Other Theft,2019,5,20,14,46,12XX SEYMOUR ST,Central Business District,490785.5,5458098.3
Other Theft,2019,4,10,19,4,18XX W BROADWAY AVE,Kitsilano,489247.16,5456789.86
Theft from Vehicle,2019,1,15,18,0,BRUNSWICK ST / E 6TH AVE,Mount Pleasant,492940.47,5456968.05
Theft from Vehicle,2019,3,17,14,0,24XX GRANVILLE ST,Fairview,489925.47,5456850.99
Theft from Vehicle,2019,3,30,0,0,24XX GRANVILLE ST,Fairview,489924.72,5456821.27
Other Theft,2019,4,21,18,15,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Theft from Vehicle,2019,1,19,9,7,18XX E 13TH AVE,Kensington-Cedar Cottage,495059.85,5456209.02
Mischief,2019,3,27,5,10,4XX KOOTENAY ST,Hastings-Sunrise,498125.08,5458703.69
Theft from Vehicle,2019,6,27,15,50,56XX STANLEY PARK DR,Stanley Park,489602.99,5462180.04
Theft from Vehicle,2019,5,10,14,50,56XX STANLEY PARK DR,Stanley Park,489602.99,5462180.04
Other Theft,2019,4,18,15,12,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Theft from Vehicle,2019,6,4,18,30,24XX GALT ST,Renfrew-Collingwood,495834.93,5454414.05
Other Theft,2019,4,14,16,22,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Other Theft,2019,3,2,15,3,7XX GRANVILLE ST,Central Business District,491396.06,5458846.22
Theft from Vehicle,2019,5,19,10,45,44XX OAK ST,South Cambie,490713.71,5454766.29
Mischief,2019,3,2,19,49,7XX GRANVILLE ST,Central Business District,491292.79,5458742.31
Theft from Vehicle,2019,5,4,14,27,56XX STANLEY PARK DR,Stanley Park,489602.99,5462180.04
Mischief,2019,6,12,10,20,22XX DUNDAS ST,Grandview-Woodland,495758.1,5459113
Break and Enter Commercial,2019,7,14,14,57,7XX POWELL ST,Strathcona,493652.22,5458910.77
Theft from Vehicle,2019,3,31,13,9,10XX BURRARD ST,West End,490806.28,5458701.61
Offence Against a Person,2019,6,8,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,6,9,10,30,10XX BURRARD ST,West End,490806.28,5458701.61
Theft from Vehicle,2019,7,2,16,0,10XX BURRARD ST,West End,490806.28,5458701.61
Theft of Vehicle,2019,6,25,20,1,13XX ARBUTUS ST,Kitsilano,488900.47,5457971.35
Theft from Vehicle,2019,7,2,18,0,10XX BURRARD ST,West End,490806.28,5458701.61
Theft from Vehicle,2019,3,28,18,0,56XX STANLEY PARK DR,Stanley Park,489602.99,5462180.04
Other Theft,2019,2,9,19,15,81XX ONTARIO ST,Marpole,492228.42,5450919.39
Mischief,2019,4,5,7,43,22XX DUNDAS ST,Grandview-Woodland,495759.42,5459112.99
Theft from Vehicle,2019,2,16,17,20,56XX STANLEY PARK DR,Stanley Park,489602.99,5462180.04
Theft from Vehicle,2019,4,7,20,30,35XX PRINCE EDWARD ST,Riley Park,492976.68,5455674.9
Theft of Bicycle,2019,1,21,20,52,3XX E 8TH AVE,Mount Pleasant,492805.36,5456766.44
Break and Enter Residential/Other,2019,1,11,1,20,30XX CAMBIE ST,Fairview,491625.36,5456169.55
Offence Against a Person,2019,1,1,,,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2019,4,10,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,4,19,14,30,16XX W 14TH AVE,Fairview,489719.39,5456248.23
Mischief,2019,5,21,16,57,22XX E 25TH AVE,Kensington-Cedar Cottage,495688.85,5455044.31
Offence Against a Person,2019,4,8,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Commercial,2019,7,1,21,55,7XX PACIFIC BLVD,Central Business District,492033,5458201
Break and Enter Commercial,2019,4,12,1,33,7XX PACIFIC BLVD,Central Business District,492008.42,5458175.65
Break and Enter Residential/Other,2019,2,8,13,0,17XX E PENDER ST,Grandview-Woodland,494973.93,5458619.75
Theft from Vehicle,2019,2,8,13,30,44XX OAK ST,South Cambie,490713.72,5454765.02
Theft from Vehicle,2019,6,9,17,0,18XX E 10TH AVE,Kensington-Cedar Cottage,495116.97,5456511.2
Theft from Vehicle,2019,4,15,10,0,44XX OAK ST,South Cambie,490713.72,5454765.02
Theft from Vehicle,2019,4,17,6,30,44XX OAK ST,South Cambie,490713.72,5454765.02
Theft from Vehicle,2019,2,15,6,30,16XX W 15TH AVE,Fairview,489691.01,5456146.51
Offence Against a Person,2019,3,1,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,5,9,2,12,CAMBIE ST / W BROADWAY AVE,Fairview,491638.43,5456722.38
Other Theft,2019,4,6,14,34,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Theft from Vehicle,2019,1,3,16,30,BURNABY ST / BURRARD ST,West End,490523.62,5458408.62
Theft from Vehicle,2019,1,13,23,0,BURNABY ST / BURRARD ST,West End,490523.62,5458408.62
Theft from Vehicle,2019,1,22,23,0,24XX ETON ST,Hastings-Sunrise,495946.9,5459447.89
Mischief,2019,5,15,23,32,22XX E 25TH AVE,Kensington-Cedar Cottage,495705.42,5455034.95
Offence Against a Person,2019,4,9,,,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2019,5,20,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,3,8,22,30,16XX W 1ST AVE,Fairview,489702.23,5457540.96
Theft from Vehicle,2019,5,4,23,0,56XX SENLAC ST,Renfrew-Collingwood,497558.26,5453306.24
Theft from Vehicle,2019,2,6,18,0,44XX ONTARIO ST,Riley Park,492348.19,5454682.27
Theft of Vehicle,2019,7,14,3,30,13XX BARCLAY ST,West End,490475.16,5459245.51
Offence Against a Person,2019,7,1,,,OFFSET TO PROTECT PRIVACY,,0,0
Other Theft,2019,3,29,16,27,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Theft from Vehicle,2019,2,28,12,40,CAMBIE ST / W BROADWAY AVE,Fairview,491638.43,5456722.38
Offence Against a Person,2019,6,7,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,2,28,13,40,16XX W 2ND AVE,Fairview,489669.61,5457446.14
Theft from Vehicle,2019,3,27,14,0,16XX W 2ND AVE,Fairview,489669.61,5457446.14
Offence Against a Person,2019,6,5,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2019,6,26,15,0,22XX E 27TH AVE,Kensington-Cedar Cottage,495695.95,5454888.88
Theft from Vehicle,2019,3,11,19,30,CAMBIE ST / W 8TH AVE,Fairview,491641.65,5456817.78
Mischief,2019,7,4,17,0,22XX E 28TH AVE,Kensington-Cedar Cottage,495690.26,5454777.49
Theft from Vehicle,2019,7,4,6,50,CAMBIE ST / W 7TH AVE,Fairview,491643.11,5456918.37
Other Theft,2019,1,23,8,8,19XX COMMERCIAL DR,Grandview-Woodland,494925.65,5457180.81
Other Theft,2019,2,25,14,13,9XX TERMINAL AVE,Strathcona,493902.91,5457453.33
Theft from Vehicle,2019,4,24,10,0,16XX W 2ND AVE,Fairview,489669.61,5457446.14
Theft of Vehicle,2019,3,30,0,30,31XX ALMA ST,Kitsilano,486466.58,5456255.72
Theft from Vehicle,2019,6,4,18,0,16XX W 2ND AVE,Fairview,489669.61,5457446.14
Mischief,2019,5,22,10,0,22XX E 28TH AVE,Kensington-Cedar Cottage,495695.59,5454777.47
Mischief,2019,4,7,1,0,22XX E 2ND AVE,Grandview-Woodland,495728.23,5457322.84
Theft from Vehicle,2019,2,9,17,0,8XX HAMILTON ST,Central Business District,491487.85,5458385.78
Theft of Vehicle,2019,4,18,18,0,31XX ASH ST,Fairview,491400.98,5456069.82
Theft from Vehicle,2019,2,11,19,45,8XX HAMILTON ST,Central Business District,491487.85,5458385.78
Theft from Vehicle,2019,4,11,1,0,8XX HAMILTON ST,Central Business District,491487.85,5458385.78
Theft from Vehicle,2019,1,6,18,0,56XX SELKIRK ST,Shaughnessy,490347.95,5453567.88
Theft from Vehicle,2019,4,15,5,30,8XX HAMILTON ST,Central Business District,491487.85,5458385.78
Theft from Vehicle,2019,4,15,16,0,8XX HAMILTON ST,Central Business District,491487.85,5458385.78
Theft from Vehicle,2019,3,14,12,30,24XX E KENT AVE N,Victoria-Fraserview,495762.86,5450335.08
Theft from Vehicle,2019,2,14,23,0,53XX TAUNTON ST,Renfrew-Collingwood,497211.01,5453773.19
Theft of Vehicle,2019,6,14,12,0,GALT ST / NANAIMO ST,Kensington-Cedar Cottage,495827.48,5454425.22
Other Theft,2019,3,26,20,50,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Theft from Vehicle,2019,7,3,20,0,24XX E HASTINGS ST,Hastings-Sunrise,495926.15,5458718.75
Offence Against a Person,2019,2,21,,,OFFSET TO PROTECT PRIVACY,,0,0
Other Theft,2019,3,13,14,6,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Other Theft,2019,2,15,19,0,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Theft of Bicycle,2019,7,14,15,0,14XX HARWOOD ST,West End,489903.8,5458879.59
Theft from Vehicle,2019,5,23,19,0,CAMBIE ST / W 7TH AVE,Fairview,491643.1,5456918.36
Other Theft,2019,4,9,20,21,13XX W BROADWAY AVE,Fairview,490229.41,5456755.87
Theft from Vehicle,2019,5,7,17,40,CAMBIE ST / W 7TH AVE,Fairview,491643.1,5456918.36
Other Theft,2019,4,10,10,0,81XX ONTARIO ST,Marpole,492228.53,5450922.49
Theft from Vehicle,2019,1,23,16,30,56XX ROSS ST,Kensington-Cedar Cottage,493993.79,5453381.81
Theft from Vehicle,2019,3,18,9,0,18XX CREELMAN AVE,Kitsilano,489317.92,5457970.47
Theft from Vehicle,2019,3,28,17,0,6XX GORE AVE,Strathcona,492936.75,5458513.85
Break and Enter Commercial,2019,7,7,19,13,18XX E HASTINGS ST,Grandview-Woodland,495115.79,5458726.13
Break and Enter Commercial,2019,7,5,4,0,18XX E HASTINGS ST,Grandview-Woodland,495115.79,5458726.13
Mischief,2019,6,22,19,32,7XX E PENDER ST,Strathcona,493493.83,5458605
Break and Enter Commercial,2019,5,29,5,0,18XX E HASTINGS ST,Grandview-Woodland,495115.79,5458726.13
Theft from Vehicle,2019,2,1,14,30,24XX E HASTINGS ST,Hastings-Sunrise,495891.82,5458709.69
Theft from Vehicle,2019,7,7,0,0,24XX E GEORGIA ST,Hastings-Sunrise,495906.49,5458398.91
Other Theft,2019,1,17,9,0,9XX TERMINAL AVE,Strathcona,493902.91,5457453.33
Offence Against a Person,2019,5,13,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2019,4,6,16,30,22XX E 2ND AVE,Grandview-Woodland,495739.08,5457322.7
Theft from Vehicle,2019,7,16,14,0,24XX E BROADWAY AVE,Renfrew-Collingwood,495976.31,5456581.03
Offence Against a Person,2019,5,27,,,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2019,4,20,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,7,14,23,0,56XX QUEBEC ST,Riley Park,492447.18,5453488.52
Theft from Vehicle,2019,4,6,5,0,CAMBIE ST / W 49TH AVE,Oakridge,491506.66,5452595.3
Theft from Vehicle,2019,2,12,0,0,18XX CORNWALL AVE,Kitsilano,489309.91,5457759.73
Theft from Vehicle,2019,2,13,9,35,24XX E BROADWAY AVE,Renfrew-Collingwood,495976.31,5456581.03
Mischief,2019,1,26,21,0,22XX E 37TH AVE,Kensington-Cedar Cottage,495485.68,5453790.24
Theft from Vehicle,2019,3,18,15,30,CAMBIE ST / W 49TH AVE,Oakridge,491506.66,5452595.3
Mischief,2019,1,27,5,10,22XX E 37TH AVE,Kensington-Cedar Cottage,495485.68,5453790.24
Break and Enter Commercial,2019,5,6,3,56,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Theft from Vehicle,2019,5,8,0,0,18XX CORNWALL AVE,Kitsilano,489306.83,5457750.67
Theft from Vehicle,2019,3,15,7,30,18XX CORNWALL AVE,Kitsilano,489306.83,5457750.67
Break and Enter Residential/Other,2019,3,23,21,51,5X W CORDOVA ST,Central Business District,492321.91,5458882.13
Theft from Vehicle,2019,4,8,16,0,16XX W 4TH AVE,Fairview,489589.32,5457249.88
Break and Enter Residential/Other,2019,5,28,20,0,5XX BEATTY ST,Central Business District,492025.88,5458643.68
Offence Against a Person,2019,2,12,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2019,6,30,22,0,13XX WALNUT ST,Kitsilano,489162.71,5457918.17
Mischief,2019,2,1,21,21,22XX E 42ND AVE,Victoria-Fraserview,495486.17,5453258.71
Other Theft,2019,2,9,17,27,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Theft from Vehicle,2019,7,11,19,44,16XX W 4TH AVE,Fairview,489589.67,5457249.87
Theft of Bicycle,2019,6,13,17,0,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494610.81,5455088.27
Theft from Vehicle,2019,5,11,21,0,37XX HEATHER ST,South Cambie,491253.65,5455529.04
Mischief,2019,3,4,20,0,22XX E 50TH AVE,Victoria-Fraserview,495621.82,5452360.84
Theft from Vehicle,2019,1,4,20,0,10XX ALBERNI ST,West End,491144.08,5459037.46
Theft from Vehicle,2019,1,4,20,30,10XX ALBERNI ST,West End,491144.08,5459037.46
Theft from Vehicle,2019,5,27,21,44,BURRARD ST / CANADA PL,Central Business District,491602.09,5459490.8
Offence Against a Person,2019,3,17,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,1,14,18,0,16XX W 5TH AVE,Fairview,489737.15,5457163.82
Other Theft,2019,2,9,15,3,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Theft from Vehicle,2019,5,10,0,0,CAMBIE ST / W 29TH AVE,South Cambie,491569.94,5454716.91
Mischief,2019,2,15,14,30,22XX E 5TH AVE,Grandview-Woodland,495718.36,5457012.67
Theft from Vehicle,2019,3,26,7,45,CAMBIE ST / W 29TH AVE,South Cambie,491569.94,5454716.91
Other Theft,2019,1,15,15,49,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Theft from Vehicle,2019,3,14,19,15,33XX W 28TH AVE,Dunbar-Southlands,487001.01,5454932.62
Offence Against a Person,2019,3,14,,,OFFSET TO PROTECT PRIVACY,,0,0
Other Theft,2019,4,28,14,0,81XX ONTARIO ST,Marpole,492228.53,5450922.49
Other Theft,2019,6,24,14,50,81XX ONTARIO ST,Marpole,492228.53,5450922.49
Other Theft,2019,6,24,20,0,81XX ONTARIO ST,Marpole,492228.53,5450922.49
Theft from Vehicle,2019,6,17,1,0,CAMBIE ST / W 14TH AVE,Fairview,491630.64,5456225.5
Theft of Vehicle,2019,6,17,15,19,GRANDVIEW HWY N / MCLEAN DR,Grandview-Woodland,494506.56,5456991.25
Theft from Vehicle,2019,2,5,16,0,CAMBIE ST / W 13TH AVE,Fairview,491631.46,5456303.98
Offence Against a Person,2019,6,5,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft of Bicycle,2019,1,11,23,59,6XX CAMBIE ST,Central Business District,491821.62,5458582.73
Mischief,2019,3,2,18,16,22XX E 7TH AVE,Grandview-Woodland,495674.39,5456826.71
Theft from Vehicle,2019,7,3,12,0,56XX KILLARNEY ST,Renfrew-Collingwood,496662.59,5453469.5
Theft from Vehicle,2019,5,27,19,0,44XX QUEBEC ST,Riley Park,492540.63,5454668.63
Theft from Vehicle,2019,1,27,19,0,16XX W 68TH AVE,Marpole,489527.54,5450868.92
Theft from Vehicle,2019,2,17,12,47,10XX ALBERNI ST,West End,491144.08,5459037.46
Theft of Vehicle,2019,4,4,22,0,31XX E 24TH AVE,Renfrew-Collingwood,497180.97,5455115.23
Mischief,2019,4,8,18,16,7XX E PENDER ST,Strathcona,493490.4,5458605.12
Mischief,2019,1,11,12,0,7XX E PENDER ST,Strathcona,493490.4,5458605.12
Break and Enter Commercial,2019,2,18,21,30,18XX E 11TH AVE,Kensington-Cedar Cottage,495091.89,5456415.44
Mischief,2019,3,13,22,0,22XX E BROADWAY AVE,Kensington-Cedar Cottage,495629.02,5456606.89
Mischief,2019,7,8,13,9,22XX E HASTINGS ST,Grandview-Woodland,495695.16,5458710.3
Break and Enter Residential/Other,2019,5,19,23,32,13XX W KING EDWARD AVE,Shaughnessy,490200.14,5455165.22
Mischief,2019,6,20,10,30,22XX E HASTINGS ST,Grandview-Woodland,495751.57,5458710.12
Theft from Vehicle,2019,3,2,22,0,33XX W 4TH AVE,Kitsilano,487023.91,5457325.73
Theft from Vehicle,2019,3,2,20,30,33XX W 4TH AVE,Kitsilano,487023.91,5457325.73
Break and Enter Commercial,2019,6,25,13,29,18XX COMOX ST,West End,489792.84,5459611.28
Theft from Vehicle,2019,4,23,22,0,16XX W 68TH AVE,Marpole,489527.54,5450868.92
Theft from Vehicle,2019,2,14,18,30,BURRARD ST / COMOX ST,West End,490757.46,5458643.86
Theft from Vehicle,2019,1,12,7,48,16XX W 6TH AVE,Fairview,489688.41,5457057.84
Other Theft,2019,5,16,16,37,19XX W 4TH AVE,Kitsilano,489071.18,5457263.88
Mischief,2019,5,6,6,9,22XX E HASTINGS ST,Grandview-Woodland,495765.01,5458710.08
Theft from Vehicle,2019,5,30,22,0,37XX FLEMING ST,Kensington-Cedar Cottage,494766.5,5455431
Theft from Vehicle,2019,6,8,0,0,56XX KERR ST,Renfrew-Collingwood,497074.86,5453451.54
Theft from Vehicle,2019,2,24,16,30,10XX ALBERNI ST,West End,491144.08,5459037.46
Theft of Bicycle,2019,5,31,17,0,14XX E 7TH AVE,Grandview-Woodland,494535.65,5456824.94
Theft from Vehicle,2019,6,1,1,3,CAMBIE ST / SW MARINE DR,Marpole,491461.78,5450810.06
Offence Against a Person,2019,7,6,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,3,9,21,30,10XX ALBERNI ST,West End,491144.08,5459037.46
Offence Against a Person,2019,6,27,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,5,11,8,38,6XX RICHARDS ST,Central Business District,491672.82,5458842.68
Theft from Vehicle,2019,5,27,9,30,CAMBIE ST / SW MARINE DR,Marpole,491461.78,5450810.06
Theft from Vehicle,2019,6,10,7,0,54XX ABERDEEN ST,Renfrew-Collingwood,497955.83,5453550.08
Mischief,2019,1,19,22,14,22XX ETON ST,Grandview-Woodland,495665.79,5459416.28
Offence Against a Person,2019,3,17,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2019,3,8,15,34,22XX FIR ST,Fairview,489736.84,5457004.65
Mischief,2019,6,15,19,0,22XX FRANKLIN ST,Grandview-Woodland,495733.36,5458810.23
Break and Enter Commercial,2019,2,12,20,30,7XX PACIFIC BLVD,Central Business District,491994.13,5458164.3
Theft from Vehicle,2019,4,26,20,30,10XX ALBERNI ST,West End,491144.08,5459037.46
Theft from Vehicle,2019,5,26,7,30,CAMBIE ST / SW MARINE DR,Marpole,491461.78,5450810.06
Theft from Vehicle,2019,5,18,23,0,CAMBIE ST / SW MARINE DR,Marpole,491461.78,5450810.06
Break and Enter Commercial,2019,2,10,20,0,7XX PACIFIC BLVD,Central Business District,491994.13,5458164.3
Break and Enter Commercial,2019,5,16,23,0,18XX BARCLAY ST,West End,489960.2,5459754.87
Theft from Vehicle,2019,4,8,7,30,CAMBIE ST / SW MARINE DR,Marpole,491461.78,5450810.06
